SSID,BSSID,MANUFACTURER,SIGNAL,High Signal,RSSI,High RSSI,AUTHENTICATION,ENCRYPTION,RADIO TYPE,CHANNEL,BTX,OTX,NETWORK TYPE,LABEL,LATITUDE,LONGITUDE,SATELLITES,HDOP,ALTITUDE,HEIGHT OF GEOID,SPEED(km/h),SPEED(MPH),TRACK ANGLE,DATE(UTC),TIME(UTC),name,network_id,signal,frequency,longitude,latitude
Lucky,b8:85:7b:8b:2b:a8,"HUAWEI TECHNOLOGIES CO.,LTD",22,33,-87,-82,WPA2-Personal,CCMP,802.11ac,10,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:38:05.750,Lucky,b8:85:7b:8b:2b:a8,-76,2457,102.62621010837373,17.98482577275887
Joung1,14:4d:67:53:ec:dc,Zioncom Electronics (Shenzhen) Ltd.,29,62,-84,-72,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:38:05.750,Joung1,14:4d:67:53:ec:dc,-53,2412,102.62596773720892,17.985569424382348
Unitel noy,24:43:e2:91:7d:e0,DASAN Network Solutions,31,81,-83,-62,WPA2-Personal,CCMP,802.11n,3,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:38:10.536,Unitel noy,24:43:e2:91:7d:e0,-57,2422,102.62577109588044,17.98463507864378
UNITEL_3K,d0:96:fb:78:7b:47,DZS Inc.,13,70,-92,-69,WPA2-Personal,CCMP,802.11n,5,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:38:15.710,UNITEL_3K,d0:96:fb:78:7b:47,-69,2432,102.62513028307508,17.984087493000107
Ven,04:e7:95:3c:71:70,"HUAWEI TECHNOLOGIES CO.,LTD",38,78,-80,-66,WPA2-Personal,CCMP,802.11n,4,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:38:17.790,Ven,04:e7:95:3c:71:70,-65,2427,102.62488721736612,17.98422280498653
chon,ac:15:a2:89:89:b4,TP-Link Corporation Limited,24,46,-86,-77,WPA2-Personal,CCMP,802.11n,10,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:38:19.849,chon,ac:15:a2:89:89:b4,-69,2457,102.6256648338896,17.98392209304697
MINTMON,44:6a:2e:62:63:20,"HUAWEI TECHNOLOGIES CO.,LTD",24,72,-86,-68,WPA2-Personal,CCMP,802.11n,10,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:38:21.896,MINTMON,44:6a:2e:62:63:20,-67,2457,102.62569369720516,17.984261308205024
Falangfon ,3c:15:fb:a5:d8:a0,"HUAWEI TECHNOLOGIES CO.,LTD",26,82,-85,-61,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,11,18,24,36,54","6,9,12,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:38:23.987,Falangfon ,3c:15:fb:a5:d8:a0,-62,2412,102.62617789822724,17.986016778929752
Home159_3,5c:02:14:d1:bd:cc,"Beijing Xiaomi Mobile Software Co., Ltd",24,31,-86,-83,WPA2-Personal,CCMP,802.11n,7,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:38:26.086,Home159_3,5c:02:14:d1:bd:cc,-80,2442,102.62729870945736,17.987127465640558
hang,58:d3:12:e3:19:57,Unknown,24,86,-86,-54,WPA2-Personal,CCMP,802.11n,4,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:38:26.086,hang,58:d3:12:e3:19:57,-58,2427,102.62596773720892,17.985569424382348
KOREA,14:4d:67:4c:53:8c,Zioncom Electronics (Shenzhen) Ltd.,22,29,-87,-84,WPA2-Personal,CCMP,802.11n,6,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:38:43.356,KOREA,14:4d:67:4c:53:8c,-74,2437,102.62583147702706,17.984042527788535
GG5,4c:d6:29:bf:6f:79,"HUAWEI TECHNOLOGIES CO.,LTD",16,62,-90,-72,WPA2-Personal,CCMP,802.11ax,44,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:38:48.807,GG5,4c:d6:29:bf:6f:79,-73,5220,102.62577109588044,17.98463507864378
Unitel noy,24:43:e2:91:7d:e1,DASAN Network Solutions,33,78,-82,-66,WPA2-Personal,CCMP,802.11ac,157,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:38:50.936,Unitel noy,24:43:e2:91:7d:e1,-64,5785,102.62607468233873,17.98453025113821
AAA,ec:7c:2c:97:43:b1,"HUAWEI TECHNOLOGIES CO.,LTD",14,81,-91,-63,WPA2-Personal,CCMP,802.11ax,48,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:38:57.034,AAA,ec:7c:2c:97:43:b1,-73,5240,102.62444220284476,17.98428432996606
UNITEL_unitel network,24:43:e2:3f:87:87,DASAN Network Solutions,38,72,-80,-68,WPA2-Personal,CCMP,802.11n,10,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:00.401,UNITEL_unitel network,24:43:e2:3f:87:87,-53,2457,102.62444220284476,17.98428432996606
NB_ResiDence4,1c:5f:2b:f2:f9:5a,D-Link International,35,35,-81,-81,WPA-Personal,CCMP,802.11n,10,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:03.458,NB_ResiDence4,1c:5f:2b:f2:f9:5a,-70,2457,102.62596773720892,17.985569424382348
Sodsoda,24:43:e2:92:af:b8,DASAN Network Solutions,24,82,-86,-61,WPA2-Personal,CCMP,802.11n,8,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:03.458,Sodsoda,24:43:e2:92:af:b8,-53,2447,102.62451380880044,17.984263529095017
Alex2,6c:14:6e:71:3b:b0,"HUAWEI TECHNOLOGIES CO.,LTD",29,29,-84,-84,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:18.429,Alex2,6c:14:6e:71:3b:b0,-86,5745,102.62482270738404,17.983506812351674
AAA,ec:7c:2c:97:43:ac,"HUAWEI TECHNOLOGIES CO.,LTD",60,83,-73,-59,WPA2-Personal,CCMP,802.11ac,5,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:21.758,AAA,ec:7c:2c:97:43:ac,-52,2432,102.62513028307508,17.984087493000107
Maximum9,b4:04:21:87:e6:48,zte corporation,50,67,-76,-70,WPA2-Personal,CCMP,802.11n,4,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:21.758,Maximum9,b4:04:21:87:e6:48,-62,2427,102.62513028307508,17.984087493000107
NB_ResiDence1,14:4d:67:4c:37:24,Zioncom Electronics (Shenzhen) Ltd.,46,90,-77,-47,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:27.376,NB_ResiDence1,14:4d:67:4c:37:24,-58,2412,102.62380481008611,17.98618325731512
5888,d8:02:8a:7c:8a:bc,"Shenzhen YOUHUA Technology Co., Ltd",35,53,-81,-75,WPA2-Personal,CCMP,802.11ax,6,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:29.512,5888,d8:02:8a:7c:8a:bc,-65,2437,102.6238446956734,17.9844736170118
PHEUN PHEUN,b0:08:75:f9:02:4d,"HUAWEI TECHNOLOGIES CO.,LTD",11,33,-93,-82,WPA2-Personal,CCMP,802.11ac,36,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:31.534,PHEUN PHEUN,b0:08:75:f9:02:4d,-76,5180,102.623792520481,17.98450456289959
Phimpha,5c:64:7a:63:22:b4,"HUAWEI TECHNOLOGIES CO.,LTD",20,62,-88,-72,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:31.534,Phimpha,5c:64:7a:63:22:b4,-80,5745,102.62325269878822,17.983993589069062
Rich Rich Rich 168,5c:92:5e:0c:8c:24,Zioncom Electronics (Shenzhen) Ltd.,31,31,-83,-83,WPA2-Personal,CCMP,802.11ac,2,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:34.375,Rich Rich Rich 168,5c:92:5e:0c:8c:24,-86,2417,102.62336636366948,17.984338388060873
PHEUN PHEUN,b0:08:75:f9:02:48,"HUAWEI TECHNOLOGIES CO.,LTD",24,62,-86,-72,WPA2-Personal,CCMP,802.11n,8,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:34.375,PHEUN PHEUN,b0:08:75:f9:02:48,-63,2447,102.623792520481,17.98450456289959
Sodsoda,24:43:e2:92:af:b9,DASAN Network Solutions,22,81,-87,-62,WPA2-Personal,CCMP,802.11ac,40,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:34.375,Sodsoda,24:43:e2:92:af:b9,-57,5200,102.62366384266926,17.984550080609036
HUAWEI-5G-8MK5,04:e7:95:3e:25:d4,"HUAWEI TECHNOLOGIES CO.,LTD",20,20,-88,-88,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:34.375,HUAWEI-5G-8MK5,04:e7:95:3e:25:d4,-90,5745,102.62352448542757,17.984584831966608
NB Residence,04:e7:95:3d:b0:f0,"HUAWEI TECHNOLOGIES CO.,LTD",22,35,-87,-81,WPA2-Personal,CCMP,802.11n,11,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:34.375,NB Residence,04:e7:95:3d:b0:f0,-76,2462,102.62400694644808,17.9844285221431
NB_ResiDence2,e8:48:b8:58:0d:79,TP-Link Corporation Limited,35,50,-81,-76,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:34.375,NB_ResiDence2,e8:48:b8:58:0d:79,-68,2412,102.6238446956734,17.9844736170118
AP00027873,7a:7a:9d:33:51:3f,Unknown,46,57,-77,-74,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,11,18,24,36,54","6,9,12,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:34.375,AP00027873,7a:7a:9d:33:51:3f,-72,2412,102.623792520481,17.98450456289959
khamsen,b0:8b:92:75:a4:a2,zte corporation,22,75,-87,-67,WPA2-Personal,CCMP,802.11n,7,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:34.375,khamsen,b0:8b:92:75:a4:a2,-63,2442,102.62451380880044,17.984263529095017
VENETO,b4:04:21:87:7d:ba,zte corporation,43,78,-78,-66,WPA2-Personal,CCMP,802.11n,5,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:44.978,VENETO,b4:04:21:87:7d:ba,-51,2432,102.62336636366948,17.984338388060873
Aiyplaypop5G,e8:f6:54:bd:02:15,"HUAWEI TECHNOLOGIES CO.,LTD",33,33,-82,-82,WPA2-Personal,CCMP,802.11ax,48,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:44.978,Aiyplaypop5G,e8:f6:54:bd:02:15,-78,5240,102.6233123285824,17.984546568833007
Anathone,b8:d6:f6:99:52:40,"HUAWEI TECHNOLOGIES CO.,LTD",26,78,-85,-66,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:44.978,Anathone,b8:d6:f6:99:52:40,-69,5745,102.62336636366948,17.984338388060873
NB_ResiDence3,14:4d:67:4c:3f:74,Zioncom Electronics (Shenzhen) Ltd.,46,57,-77,-74,WPA2-Personal,CCMP,802.11n,6,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:44.978,NB_ResiDence3,14:4d:67:4c:3f:74,-54,2437,102.62415172241184,17.986236828182893
Aiyplaypop5G,e8:f6:54:bd:02:10,"HUAWEI TECHNOLOGIES CO.,LTD",24,26,-86,-85,WPA2-Personal,CCMP,802.11ac,1,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:49.534,Aiyplaypop5G,e8:f6:54:bd:02:10,-80,2412,102.62337723555125,17.984619629869517
LaVan,04:e7:95:3e:25:d0,"HUAWEI TECHNOLOGIES CO.,LTD",33,33,-82,-82,WPA2-Personal,CCMP,802.11n,3,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:51.383,LaVan,04:e7:95:3e:25:d0,-76,2422,102.6238446956734,17.9844736170118
Phonefar Beauty,60:53:75:5d:c4:40,"HUAWEI TECHNOLOGIES CO.,LTD",81,81,-62,-62,WPA2-Personal,CCMP,802.11ac,1,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:51.383,Phonefar Beauty,60:53:75:5d:c4:40,-54,2412,102.62336636366948,17.984338388060873
Phonefar Beauty,60:53:75:5d:c4:45,"HUAWEI TECHNOLOGIES CO.,LTD",31,57,-83,-74,WPA2-Personal,CCMP,802.11ax,48,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:51.383,Phonefar Beauty,60:53:75:5d:c4:45,-64,5240,102.62326687657124,17.984265013220057
silicon,64:64:4a:a3:75:98,"Beijing Xiaomi Mobile Software Co., Ltd",35,35,-81,-81,WPA2-Personal,CCMP,802.11ax,6,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:51.383,silicon,64:64:4a:a3:75:98,-74,2437,102.622992168404,17.98239710309127
BOUNMEE 5G,64:2c:ac:d4:08:80,"HUAWEI TECHNOLOGIES CO.,LTD",16,16,-90,-90,WPA2-Personal,CCMP,802.11ac,36,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:56.645,BOUNMEE 5G,64:2c:ac:d4:08:80,-86,5180,102.62329390454282,17.983668185054263
2B-01,60:53:75:79:bd:71,"HUAWEI TECHNOLOGIES CO.,LTD",13,16,-92,-90,WPA2-Personal,CCMP,802.11ax,44,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:56.645,2B-01,60:53:75:79:bd:71,-90,5220,102.62337723555125,17.984619629869517
Anathone,b8:d6:f6:99:52:3c,"HUAWEI TECHNOLOGIES CO.,LTD",43,72,-78,-68,WPA2-Personal,CCMP,802.11n,11,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:39:59.472,Anathone,b8:d6:f6:99:52:3c,-53,2462,102.62336636366948,17.984338388060873
Utomac,ac:f9:70:1a:34:c4,"HUAWEI TECHNOLOGIES CO.,LTD",33,40,-82,-79,WPA2-Personal,CCMP,802.11n,2,"1,2,5.5,11,18,24,36,54","6,9,12,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:01.790,Utomac,ac:f9:70:1a:34:c4,-66,2417,102.62325269878822,17.983993589069062
PaPao,04:e7:95:3c:c7:74,"HUAWEI TECHNOLOGIES CO.,LTD",24,57,-86,-74,WPA2-Personal,CCMP,802.11n,11,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:01.790,PaPao,04:e7:95:3c:c7:74,-63,2462,102.62335036278574,17.983976759377096
Smith,c4:fb:aa:a7:86:ac,"HUAWEI TECHNOLOGIES CO.,LTD",40,40,-79,-79,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:01.790,Smith,c4:fb:aa:a7:86:ac,-82,5745,102.62326687657124,17.984265013220057
MK Fresh Food,cc:29:bd:68:d5:92,zte corporation,40,70,-79,-69,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:05.476,MK Fresh Food,cc:29:bd:68:d5:92,-62,2452,102.62335036278574,17.983976759377096
CCTV Temp,6a:32:b1:37:07:08,Unknown,40,67,-79,-70,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:07.259,CCTV Temp,6a:32:b1:37:07:08,-62,2412,102.62337144977003,17.984432952841576
CCTV Temp,6a:32:b1:37:07:09,Unknown,18,38,-89,-80,WPA2-Personal,CCMP,802.11ac,36,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:07.259,CCTV Temp,6a:32:b1:37:07:09,-63,5180,102.62329390454282,17.983668185054263
MALA HOT POT,60:32:b1:37:07:08,"TP-LINK TECHNOLOGIES CO.,LTD.",35,72,-81,-68,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:07.259,MALA HOT POT,60:32:b1:37:07:08,-61,2412,102.623452800256,17.98454153718304
MALA HOT POT,60:32:b1:37:07:09,"TP-LINK TECHNOLOGIES CO.,LTD.",16,43,-90,-78,WPA2-Personal,CCMP,802.11ac,36,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:07.259,MALA HOT POT,60:32:b1:37:07:09,-64,5180,102.62329390454282,17.983668185054263
MALA HP STAFF,66:32:b1:37:07:08,Unknown,35,70,-81,-69,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:07.259,MALA HP STAFF,66:32:b1:37:07:08,-61,2412,102.62337144977003,17.984432952841576
MALA HP STAFF,66:32:b1:37:07:09,Unknown,14,38,-91,-80,WPA2-Personal,CCMP,802.11ac,36,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:07.259,MALA HP STAFF,66:32:b1:37:07:09,-64,5180,102.62329390454282,17.983668185054263
Rich Rich Rich,24:43:e2:92:60:50,DASAN Network Solutions,35,35,-81,-81,WPA2-Personal,CCMP,802.11n,2,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:07.259,Rich Rich Rich,24:43:e2:92:60:50,-76,2417,102.62488112447224,17.98415997952226
MALA HOT POT,60:32:b1:37:07:d4,"TP-LINK TECHNOLOGIES CO.,LTD.",53,53,-75,-75,WPA2-Personal,CCMP,802.11n,11,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:12.928,MALA HOT POT,60:32:b1:37:07:d4,-74,2462,102.62329390454282,17.983668185054263
MALA HOT POT,60:32:b1:37:07:d5,"TP-LINK TECHNOLOGIES CO.,LTD.",31,31,-83,-83,WPA2-Personal,CCMP,802.11ac,36,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:12.928,MALA HOT POT,60:32:b1:37:07:d5,-82,5180,102.62320540455828,17.983718826024816
MALA HP STAFF,66:32:b1:37:07:d4,Unknown,60,60,-73,-73,WPA2-Personal,CCMP,802.11n,11,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:12.928,MALA HP STAFF,66:32:b1:37:07:d4,-74,2462,102.62329390454282,17.983668185054263
MALA HP STAFF,66:32:b1:37:07:d5,Unknown,35,35,-81,-81,WPA2-Personal,CCMP,802.11ac,36,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:12.928,MALA HP STAFF,66:32:b1:37:07:d5,-79,5180,102.62335036278574,17.983976759377096
CCTV Temp,6a:32:b1:37:07:d5,Unknown,33,33,-82,-82,WPA2-Personal,CCMP,802.11ac,36,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:17.548,CCTV Temp,6a:32:b1:37:07:d5,-84,5180,102.62320540455828,17.983718826024816
CCTV Temp,6a:32:b1:37:07:d4,Unknown,53,53,-75,-75,WPA2-Personal,CCMP,802.11n,11,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:17.548,CCTV Temp,6a:32:b1:37:07:d4,-69,2462,102.62335036278574,17.983976759377096
Unitel,70:4f:57:88:a1:f3,"TP-LINK TECHNOLOGIES CO.,LTD.",38,40,-80,-79,WPA2-Personal,CCMP,802.11n,6,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:17.548,Unitel,70:4f:57:88:a1:f3,-72,2437,102.62320540455828,17.983718826024816
MF,60:53:75:5d:ed:38,"HUAWEI TECHNOLOGIES CO.,LTD",70,70,-69,-69,WPA2-Personal,CCMP,802.11ac,3,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:17.548,MF,60:53:75:5d:ed:38,-76,2422,102.62320540455828,17.983718826024816
Bounphuk,60:53:75:5d:fb:b9,"HUAWEI TECHNOLOGIES CO.,LTD",29,29,-84,-84,WPA2-Personal,CCMP,802.11ax,36,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:21.814,Bounphuk,60:53:75:5d:fb:b9,-84,5180,102.62305863510493,17.98306119744266
Bounphuk,60:53:75:5d:fb:b4,"HUAWEI TECHNOLOGIES CO.,LTD",75,75,-67,-67,WPA2-Personal,CCMP,802.11ac,3,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:21.814,Bounphuk,60:53:75:5d:fb:b4,-74,2422,102.62335036278574,17.983976759377096
Phouvong,e8:4d:74:b0:1d:a8,"HUAWEI TECHNOLOGIES CO.,LTD",53,53,-75,-75,WPA2-Personal,CCMP,802.11n,4,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:26.056,Phouvong,e8:4d:74:b0:1d:a8,-68,2427,102.6231769724298,17.983248289367744
Phouvong,e8:4d:74:b0:1d:ac,"HUAWEI TECHNOLOGIES CO.,LTD",65,65,-71,-71,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:26.056,Phouvong,e8:4d:74:b0:1d:ac,-62,5745,102.62305863510493,17.98306119744266
Cheuang Hotel 2/2,78:44:76:b6:b7:34,Zioncom Electronics (Shenzhen) Ltd.,35,35,-81,-81,WPA2-Personal,CCMP,802.11n,7,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:26.056,Cheuang Hotel 2/2,78:44:76:b6:b7:34,-80,2442,102.62316791645614,17.983164821527897
my home,b0:8b:92:75:db:98,zte corporation,38,40,-80,-79,WPA2-Personal,CCMP,802.11n,5,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:26.056,my home,b0:8b:92:75:db:98,-74,2432,102.62305863510493,17.98306119744266
Chueag1,9c:65:ee:3f:47:57,DZS Inc.,38,86,-80,-53,WPA2-Personal,CCMP,802.11n,11,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:26.056,Chueag1,9c:65:ee:3f:47:57,-50,2462,102.62335293136684,17.982957670396456
JiNo,24:43:e2:3f:c6:9f,DASAN Network Solutions,29,40,-84,-79,WPA2-Personal,CCMP,802.11n,11,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:30.932,JiNo,24:43:e2:3f:c6:9f,-74,2462,102.62305794919388,17.982255472700295
BS,e8:6e:44:dc:74:12,zte corporation,62,81,-72,-62,WPA2-Personal,CCMP,802.11n,5,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:40:30.932,BS,e8:6e:44:dc:74:12,-55,2432,102.62305794919388,17.982255472700295
