SSID,BSSID,MANUFACTURER,HIGHEST SIGNAL W/GPS,AUTHENTICATION,ENCRYPTION,RADIO TYPE,CHANNEL,LATITUDE,LONGITUDE,BTX,OTX,FIRST SEEN(UTC),LAST SEEN(UTC),NETWORK TYPE,LABEL, HIGHEST SIGNAL, HIGHEST RSSI,name,network_id,signal,frequency,longitude,latitude
Himstudio,14:46:58:e7:68:98,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:49:16.124,2024-11-07 03:51:03.320,Infrastructure,Unknown,40,-79,Himstudio,14:46:58:e7:68:98,-81,5745,102.6331285514275,17.951227917194842
Galaxy A04 d566,a2:60:41:aa:85:92,Unknown,0,WPA2-Personal,CCMP,802.11ac,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:49:16.124,2024-11-07 03:50:54.960,Infrastructure,Unknown,62,-72,Galaxy A04 d566,a2:60:41:aa:85:92,-80,2437,102.63320764392664,17.951539090897498
TPT@Market,80:3f:5d:3b:8a:16,Winstars Technology Ltd,0,WPA2-Personal,CCMP,802.11ac,60,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:49:29.499,2024-11-07 03:51:03.320,Infrastructure,Unknown,62,-72,TPT@Market,80:3f:5d:3b:8a:16,-78,5300,102.63304896932588,17.950774854516837
TPT@Market,80:3f:5d:3b:8a:15,Winstars Technology Ltd,0,WPA2-Personal,CCMP,802.11n,2,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:49:29.499,2024-11-07 03:51:03.320,Infrastructure,Unknown,85,-55,TPT@Market,80:3f:5d:3b:8a:15,-76,2417,102.63304896932588,17.950774854516837
Melon8899,70:a5:6a:05:d6:3a,"Shenzhen C-Data Technology Co., Ltd.",0,WPA2-Personal,CCMP,802.11ac,108,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:49:29.499,2024-11-07 03:51:17.378,Infrastructure,Unknown,75,-67,Melon8899,70:a5:6a:05:d6:3a,-76,5540,102.63304896932588,17.950774854516837
Melon8899,70:a5:6a:05:d6:39,"Shenzhen C-Data Technology Co., Ltd.",0,WPA2-Personal,CCMP,802.11n,7,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:49:29.499,2024-11-07 03:51:03.320,Infrastructure,Unknown,85,-56,Melon8899,70:a5:6a:05:d6:39,-77,2442,102.63304896932588,17.950774854516837
Muk coffee3-5G,6c:68:a4:20:f9:ff,Unknown,0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:49:29.499,2024-11-07 03:51:03.320,Infrastructure,Unknown,46,-77,Muk coffee3-5G,6c:68:a4:20:f9:ff,-62,5745,102.63308515385889,17.95099329604765
HONDAJCL,64:2c:ac:d3:b4:2d,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:49:47.510,2024-11-07 03:51:29.248,Infrastructure,Unknown,33,-82,HONDAJCL,64:2c:ac:d3:b4:2d,-76,5180,102.63289731436404,17.95029011776376
KST-Management,2a:5a:4c:28:2a:7b,Unknown,0,WPA2-Personal,CCMP,802.11ac,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:49:47.510,2024-11-07 03:51:29.248,Infrastructure,Unknown,22,-87,KST-Management,2a:5a:4c:28:2a:7b,-69,5180,102.63282923979216,17.95012359046268
HUAWEI-5G-KsYn,fc:1b:d1:8d:33:7c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:49:47.510,2024-11-07 03:51:29.248,Infrastructure,Unknown,18,-89,HUAWEI-5G-KsYn,fc:1b:d1:8d:33:7c,-89,5180,102.63287376046055,17.9502289533223
SCL 03,e4:c3:2a:d9:df:3b,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:49:47.510,2024-11-07 03:51:29.248,Infrastructure,Unknown,43,-78,SCL 03,e4:c3:2a:d9:df:3b,-82,5745,102.63289731436404,17.95029011776376
KST-Office,2a:5a:4c:27:2a:7b,Unknown,0,WPA2-Personal,CCMP,802.11n,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:49:47.510,2024-11-07 03:51:17.378,Infrastructure,Unknown,40,-79,KST-Office,2a:5a:4c:27:2a:7b,-82,2437,102.63282923979216,17.95012359046268
KST-Office,2e:5a:4c:28:2a:7b,Unknown,0,WPA2-Personal,CCMP,802.11ac,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:49:47.510,2024-11-07 03:51:17.378,Infrastructure,Unknown,22,-87,KST-Office,2e:5a:4c:28:2a:7b,-71,5180,102.63282923979216,17.95012359046268
SSA-Free WIFI,36:5a:4c:28:2a:7b,Unknown,0,Open,,802.11ac,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:49:47.510,2024-11-07 03:51:17.378,Infrastructure,Unknown,22,-87,SSA-Free WIFI,36:5a:4c:28:2a:7b,-69,5180,102.63282923979216,17.95012359046268
SSA-Free WIFI,32:5a:4c:27:2a:7b,Unknown,0,Open,,802.11n,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:49:47.510,2024-11-07 03:51:17.378,Infrastructure,Unknown,43,-78,SSA-Free WIFI,32:5a:4c:27:2a:7b,-81,2437,102.63282923979216,17.95012359046268
Viengngern,e8:6e:44:dd:b9:14,zte corporation,0,WPA2-Personal,CCMP,802.11n,4,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:50:16.209,2024-11-07 03:51:42.228,Infrastructure,Unknown,40,-79,Viengngern,e8:6e:44:dd:b9:14,-88,2427,102.63227268556908,17.948769481611524
OPPO A92,d6:1c:f2:16:7c:67,Unknown,0,WPA2-Personal,CCMP,802.11ac,11,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:50:16.209,2024-11-07 03:51:42.228,Infrastructure,Unknown,24,-86,OPPO A92,d6:1c:f2:16:7c:67,-83,2462,102.632472184607,17.94923562419015
Noupheuak103-5G,5c:64:7a:c1:12:d8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:50:16.209,2024-11-07 03:51:42.228,Infrastructure,Unknown,72,-68,Noupheuak103-5G,5c:64:7a:c1:12:d8,-83,5180,102.63230145320796,17.948835684324287
BigC,ec:ad:e0:77:35:58,D-Link International,0,WPA2-Personal,CCMP,802.11ac,56,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:50:29.142,2024-11-07 03:52:16.468,Infrastructure,Unknown,14,-91,BigC,ec:ad:e0:77:35:58,-78,5280,102.6317000246636,17.94733126822322
BigC,ec:ad:e0:77:35:50,D-Link International,0,WPA2-Personal,CCMP,802.11ac,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:50:29.142,2024-11-07 03:52:08.130,Infrastructure,Unknown,35,-81,BigC,ec:ad:e0:77:35:50,-85,2412,102.6317000246636,17.94733126822322
CPE_1B55,e8:49:43:0b:1b:55,YUGE Information technology Co. Ltd,0,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:50:29.142,2024-11-07 03:52:08.130,Infrastructure,Unknown,43,-78,CPE_1B55,e8:49:43:0b:1b:55,-78,2462,102.6317580511077,17.947488013378177
LV-Hosp,2c:fd:a1:cb:7e:e8,ASUSTek COMPUTER INC.,0,WPA2-Personal,CCMP,802.11n,4,0.0,0.0,"1,2,5.5,11,18,24,36,54","6,9,12,48",2024-11-07 03:50:29.142,2024-11-07 03:52:08.130,Infrastructure,Unknown,40,-79,LV-Hosp,2c:fd:a1:cb:7e:e8,-85,2427,102.63141334636758,17.94668662660463
realme C3,5e:ac:a8:15:58:3c,Unknown,0,WPA2-Personal,CCMP,802.11ac,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:50:29.142,2024-11-07 03:52:08.130,Infrastructure,Unknown,60,-73,realme C3,5e:ac:a8:15:58:3c,-83,2412,102.6317580511077,17.947488013378177
Winner24,c4:fb:aa:a8:2d:b8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,3,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:50:29.142,2024-11-07 03:52:08.130,Infrastructure,Unknown,50,-76,Winner24,c4:fb:aa:a8:2d:b8,-73,2422,102.6317000246636,17.94733126822322
TECNO SPARK Go 2024,6e:e1:78:ca:53:77,Unknown,0,WPA2-Personal,CCMP,802.11ac,2,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:50:29.142,2024-11-07 03:52:27.169,Infrastructure,Unknown,50,-76,TECNO SPARK Go 2024,6e:e1:78:ca:53:77,-87,2417,102.63099698461384,17.945733358360442
TECNO SPARK Go 2024,fe:a8:2d:99:cf:3b,Unknown,0,WPA2-Personal,CCMP,802.11ac,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:50:29.142,2024-11-07 03:52:08.130,Infrastructure,Unknown,70,-69,TECNO SPARK Go 2024,fe:a8:2d:99:cf:3b,-67,2412,102.63150760063002,17.946901225553816
Acleda,64:5e:10:6d:8f:3c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:50:44.351,2024-11-07 03:52:27.169,Infrastructure,Unknown,57,-74,Acleda,64:5e:10:6d:8f:3c,-80,5745,102.631347751541,17.9465396259458
Acleda,64:5e:10:6d:8f:38,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,3,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:50:44.351,2024-11-07 03:52:27.169,Infrastructure,Unknown,72,-68,Acleda,64:5e:10:6d:8f:38,-76,2422,102.63118100339746,17.94615163329457
T1 7.0,d0:ff:98:4e:9c:bf,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,6,0.0,0.0,"1,2,5.5,11,18,24,36,54","6,9,12,48",2024-11-07 03:50:44.351,2024-11-07 03:52:27.169,Infrastructure,Unknown,65,-71,T1 7.0,d0:ff:98:4e:9c:bf,-81,2437,102.6310336465758,17.945816142952424
Yi Ke Shu,16:13:fb:7c:b3:8c,Unknown,0,WPA2-Personal,CCMP,802.11ax,1,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:50:54.960,2024-11-07 03:52:41.026,Infrastructure,Unknown,72,-68,Yi Ke Shu,16:13:fb:7c:b3:8c,-82,2412,102.63068108333296,17.944987973061398
THE BUILDER,ec:c0:1b:98:b3:9c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:51:03.320,2024-11-07 03:52:57.883,Infrastructure,Unknown,18,-89,THE BUILDER,ec:c0:1b:98:b3:9c,-85,5180,102.63014199257792,17.94378307133502
THE BUILDER,ec:c0:1b:98:b3:98,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,4,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:51:03.320,2024-11-07 03:52:57.883,Infrastructure,Unknown,67,-70,THE BUILDER,ec:c0:1b:98:b3:98,-87,2427,102.63014199257792,17.94378307133502
Phonesili Minimart,98:de:d0:28:22:7c,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11n,7,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:51:03.320,2024-11-07 03:52:57.883,Infrastructure,Unknown,26,-85,Phonesili Minimart,98:de:d0:28:22:7c,-83,2442,102.62985743916772,17.943161670967385
Itptc,04:e7:95:3c:69:58,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:51:03.320,2024-11-07 03:52:54.073,Infrastructure,Unknown,16,-90,Itptc,04:e7:95:3c:69:58,-78,5745,102.63014199257792,17.94378307133502
Itptc,04:e7:95:3c:69:54,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,9,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:51:03.320,2024-11-07 03:52:57.883,Infrastructure,Unknown,57,-74,Itptc,04:e7:95:3c:69:54,-77,2452,102.63014199257792,17.94378307133502
Lamphone,64:5e:10:6d:90:6c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,5,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:51:03.320,2024-11-07 03:52:49.186,Infrastructure,Unknown,26,-85,Lamphone,64:5e:10:6d:90:6c,-95,2432,102.63035934275398,17.94426357190019
Toukta,5c:92:5e:2c:00:6c,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11ac,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:51:17.378,2024-11-07 03:52:57.883,Infrastructure,Unknown,43,-78,Toukta,5c:92:5e:2c:00:6c,-77,2412,102.62990737686135,17.94326496191338
Senganong,64:6d:4e:33:7e:4d,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:51:17.378,2024-11-07 03:52:57.883,Infrastructure,Unknown,40,-79,Senganong,64:6d:4e:33:7e:4d,-73,5180,102.62990737686135,17.94326496191338
Bo4380,4c:d6:29:bf:13:91,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,40,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:51:17.378,2024-11-07 03:52:57.883,Infrastructure,Unknown,24,-86,Bo4380,4c:d6:29:bf:13:91,-83,5200,102.62985743916772,17.943161670967385
Bo4380,4c:d6:29:bf:13:8c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,11,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:51:17.378,2024-11-07 03:52:57.883,Infrastructure,Unknown,67,-70,Bo4380,4c:d6:29:bf:13:8c,-90,2462,102.62985743916772,17.943161670967385
Khamphaengphet,b0:8b:92:76:19:30,zte corporation,0,WPA2-Personal,CCMP,802.11n,8,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:51:17.378,2024-11-07 03:52:57.883,Infrastructure,Unknown,85,-56,Khamphaengphet,b0:8b:92:76:19:30,-72,2447,102.62990737686135,17.94326496191338
HQ-FL5-1,c0:06:c3:1d:c8:b2,TP-Link Corporation Limited,0,WPA2-Personal,CCMP,802.11ax,157,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:51:29.248,2024-11-07 03:53:17.757,Infrastructure,Unknown,14,-91,HQ-FL5-1,c0:06:c3:1d:c8:b2,-95,5785,102.62908971192752,17.942214138598107
Samosa,ac:f9:70:1a:1d:9c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,7,0.0,0.0,"1,2,5.5,11,18,24,36,54","6,9,12,48",2024-11-07 03:51:29.248,2024-11-07 03:53:16.001,Infrastructure,Unknown,75,-67,Samosa,ac:f9:70:1a:1d:9c,-81,2442,102.62945621621326,17.942359052405344
My VW 1562,26:cd:8d:03:65:91,Unknown,0,WPA2-Personal,CCMP,802.11n,6,0.0,0.0,"1,2,5.5,11,18,24,36,54","6,9,12,48",2024-11-07 03:51:29.248,2024-11-07 03:54:29.867,Infrastructure,Unknown,62,-72,My VW 1562,26:cd:8d:03:65:91,-72,2437,102.6269856460078,17.940192927130802
EDL-GEN Logistic,f0:9b:b8:e6:2a:e4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:51:29.248,2024-11-07 03:53:16.001,Infrastructure,Unknown,11,-93,EDL-GEN Logistic,f0:9b:b8:e6:2a:e4,-88,5180,102.62858425457532,17.942260375985317
EDL-GEN Logistic,f0:9b:b8:e6:2a:e0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,7,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:51:29.248,2024-11-07 03:53:26.801,Infrastructure,Unknown,35,-81,EDL-GEN Logistic,f0:9b:b8:e6:2a:e0,-89,2442,102.6286645374404,17.94224825498122
SIS_AP_MSCHOOL,b4:0f:3b:b9:f5:71,"Tenda Technology Co.,Ltd.Dongguan branch",0,WPA2-Personal,CCMP,802.11n,8,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:51:29.248,2024-11-07 03:53:16.001,Infrastructure,Unknown,29,-84,SIS_AP_MSCHOOL,b4:0f:3b:b9:f5:71,-83,2447,102.62967584643684,17.942761391853836
TCL aesthetic center,24:43:e2:92:7d:59,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,44,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:51:42.228,2024-11-07 03:53:26.801,Infrastructure,Unknown,50,-76,TCL aesthetic center,24:43:e2:92:7d:59,-71,5220,102.62829896656854,17.942313616774726
TCL aesthetic center,24:43:e2:92:4b:90,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,5,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:51:42.228,2024-11-07 03:53:26.801,Infrastructure,Unknown,57,-74,TCL aesthetic center,24:43:e2:92:4b:90,-83,2432,102.62797956387014,17.942377430350167
TCL aesthetic center,24:43:e2:92:7d:58,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,5,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:51:42.228,2024-11-07 03:53:26.801,Infrastructure,Unknown,50,-76,TCL aesthetic center,24:43:e2:92:7d:58,-65,2432,102.62829896656854,17.942313616774726
ASS1,f0:9b:b8:e6:2d:14,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:51:42.228,2024-11-07 03:53:26.801,Infrastructure,Unknown,81,-62,ASS1,f0:9b:b8:e6:2d:14,-74,2412,102.62829896656854,17.942313616774726
ASS1,f0:9b:b8:e6:2d:18,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:51:42.228,2024-11-07 03:53:28.535,Infrastructure,Unknown,65,-71,ASS1,f0:9b:b8:e6:2d:18,-86,5745,102.62829896656854,17.942313616774726
Barber wifi,5c:64:7a:45:a5:fc,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:49:29.499,2024-11-07 03:51:03.320,Infrastructure,Unknown,46,-77,Barber wifi,5c:64:7a:45:a5:fc,-81,5180,102.6329674630822,17.950491055006605
xayyasit,cc:29:bd:69:07:9c,zte corporation,0,WPA2-Personal,CCMP,802.11n,5,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:49:29.499,2024-11-07 03:51:03.320,Infrastructure,Unknown,62,-72,xayyasit,cc:29:bd:69:07:9c,-78,2432,102.6329674630822,17.950491055006605
Bounthavong,f8:98:b9:80:2c:b6,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11g,11,0.0,0.0,"1,2,5.5,11,18,24,36,54","6,9,12,48",2024-11-07 03:49:29.499,2024-11-07 03:51:03.320,Infrastructure,Unknown,80,-65,Bounthavong,f8:98:b9:80:2c:b6,-71,2462,102.63304896932588,17.950774854516837
Seoul Cheese  dog  Korea ,c8:ee:a6:54:20:93,"Shenzhen SHX Technology Co., Ltd",0,WPA2-Personal,CCMP,802.11n,10,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:49:29.499,2024-11-07 03:51:03.320,Infrastructure,Unknown,62,-72,Seoul Cheese  dog  Korea ,c8:ee:a6:54:20:93,-83,2457,102.63304896932588,17.950774854516837
TP-Link_0969,28:87:ba:8c:9f:c2,TP-Link Corporation Limited,0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:49:29.499,2024-11-07 03:51:03.320,Infrastructure,Unknown,70,-69,TP-Link_0969,28:87:ba:8c:9f:c2,-86,2412,102.63304896932588,17.950774854516837
JCL saphanthong,f0:9b:b8:e6:65:54,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:49:47.510,2024-11-07 03:51:17.378,Infrastructure,Unknown,50,-76,JCL saphanthong,f0:9b:b8:e6:65:54,-73,5180,102.63289731436404,17.95029011776376
JCL saphanthong,f0:9b:b8:e6:65:50,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,3,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:49:47.510,2024-11-07 03:51:17.378,Infrastructure,Unknown,80,-65,JCL saphanthong,f0:9b:b8:e6:65:50,-71,2422,102.63282923979216,17.95012359046268
TP-Link_DF3C,e4:c3:2a:d9:df:3c,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11n,3,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:49:47.510,2024-11-07 03:51:17.378,Infrastructure,Unknown,62,-72,TP-Link_DF3C,e4:c3:2a:d9:df:3c,-83,2422,102.63289731436404,17.95029011776376
scl,fc:1b:d1:8d:33:78,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:49:47.510,2024-11-07 03:51:17.378,Infrastructure,Unknown,33,-82,scl,fc:1b:d1:8d:33:78,-90,2462,102.63287376046055,17.9502289533223
KST-Personal,2e:5a:4c:27:2a:7b,Unknown,0,WPA2-Personal,CCMP,802.11n,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:49:47.510,2024-11-07 03:51:17.378,Infrastructure,Unknown,40,-79,KST-Personal,2e:5a:4c:27:2a:7b,-84,2437,102.63282923979216,17.95012359046268
KST-Personal,32:5a:4c:28:2a:7b,Unknown,0,WPA2-Personal,CCMP,802.11ac,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:49:47.510,2024-11-07 03:51:17.378,Infrastructure,Unknown,22,-87,KST-Personal,32:5a:4c:28:2a:7b,-70,5180,102.63282923979216,17.95012359046268
JCL,64:2c:ac:d3:b4:2c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:49:47.510,2024-11-07 03:51:17.378,Infrastructure,Unknown,35,-81,JCL,64:2c:ac:d3:b4:2c,-75,5180,102.63289731436404,17.95029011776376
Khamkeo ,d0:96:fb:a1:d0:f7,DZS Inc.,0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:50:16.209,2024-11-07 03:51:42.228,Infrastructure,Unknown,92,-42,Khamkeo ,d0:96:fb:a1:d0:f7,-57,2412,102.6317580511077,17.947488013378177
Noupheuak103-2.4G,5c:64:7a:c1:12:d4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,8,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:50:16.209,2024-11-07 03:51:42.228,Infrastructure,Unknown,70,-69,Noupheuak103-2.4G,5c:64:7a:c1:12:d4,-89,2447,102.63230145320796,17.948835684324287
Fouk 7860,b0:8b:92:75:33:08,zte corporation,0,WPA2-Personal,CCMP,802.11n,8,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:50:16.209,2024-11-07 03:51:42.228,Infrastructure,Unknown,80,-65,Fouk 7860,b0:8b:92:75:33:08,-65,2447,102.63230145320796,17.948835684324287
vilasone bb_plus,24:cf:24:28:e7:22,"Beijing Xiaomi Mobile Software Co., Ltd",0,WPA2-Personal,CCMP,802.11n,8,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:51:42.228,2024-11-07 03:53:26.801,Infrastructure,Unknown,65,-71,vilasone bb_plus,24:cf:24:28:e7:22,-77,2447,102.62829896656854,17.942313616774726
TECNO POVA 5,3a:18:75:dc:37:12,Unknown,0,WPA2-Personal,CCMP,802.11ac,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:51:42.228,2024-11-07 03:53:26.801,Infrastructure,Unknown,87,-51,TECNO POVA 5,3a:18:75:dc:37:12,-77,2437,102.62797956387014,17.942377430350167
HQ-FL4_5G,d4:5d:64:2d:f2:44,ASUSTek COMPUTER INC.,0,WPA2-Personal,CCMP,802.11ac,157,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:51:42.228,2024-11-07 03:53:36.682,Infrastructure,Unknown,53,-75,HQ-FL4_5G,d4:5d:64:2d:f2:44,-86,5745,102.62729436054266,17.942504536119934
My VW 1562 5G,26:cd:8d:63:65:91,Unknown,0,WPA2-Personal,CCMP,802.11ac,153,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:51:42.228,2024-11-07 03:53:28.535,Infrastructure,Unknown,20,-88,My VW 1562 5G,26:cd:8d:63:65:91,-79,5765,102.6270030381678,17.94041253720063
BKH,24:43:e2:40:b0:27,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,2,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:51:59.947,2024-11-07 03:53:58.375,Infrastructure,Unknown,70,-69,BKH,24:43:e2:40:b0:27,-77,2417,102.62698792048852,17.942240156671513
SSN,f4:28:53:f0:d0:20,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11ac,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:51:59.947,2024-11-07 03:53:36.682,Infrastructure,Unknown,60,-73,SSN,f4:28:53:f0:d0:20,-76,2412,102.62733635810716,17.94249620936066
